timestamp,futures_open,futures_high,futures_low,futures_close,futures_volume,futures_oi,contract_month,days_to_expiry
2025-01-17 09:20:00,21893.7070883145,21934.08729632872,21842.436804364144,21896.073319619903,2057224,7751426,Jan2025,12
2025-01-17 09:25:00,21921.32931167043,21943.099902862425,21899.67851381195,21915.160586765498,1544823,9010466,Jan2025,12
2025-01-17 09:30:00,21900.95757062612,21908.15554853132,21832.985085845114,21903.42529300196,1721605,7668236,Jan2025,12
2025-01-17 09:50:00,21855.456667856608,21894.232555218423,21846.975241410804,21888.467121865313,3163588,8433922,Jan2025,12
2025-01-17 09:55:00,21888.359080324903,21914.239488824616,21873.605706586724,21877.364588666704,2445280,12682072,Jan2025,12
2025-01-17 10:15:00,21873.041028523945,21919.12523926103,21841.29868920604,21880.730587007292,1026576,7872698,Jan2025,12
2025-01-17 10:20:00,21873.20282211143,21950.942927741176,21818.490580079026,21861.972820328614,925122,8316533,Jan2025,12
2025-01-17 10:25:00,21883.80623113578,21905.379790213094,21876.911251392525,21895.563294101546,1263487,9985606,Jan2025,12
2025-01-17 10:30:00,21899.251116196352,21909.216091686074,21879.607358047982,21901.83316262535,1850348,6121294,Jan2025,12
2025-01-17 10:35:00,21903.00063267674,21941.989096473982,21879.58164345267,21924.805020614498,2431869,14913064,Jan2025,12
2025-01-17 10:40:00,21907.473231764496,21950.793030710807,21874.13325487023,21892.434990472902,804027,9572444,Jan2025,12
2025-01-17 10:45:00,21902.644681107544,21904.04712606404,21888.815750839276,21895.861355321544,1381202,13957828,Jan2025,12
2025-01-17 10:50:00,21892.55471477103,21897.855955197774,21831.80694342794,21884.357538562683,1755611,9800288,Jan2025,12
2025-01-17 12:35:00,21873.26554283914,21930.464046834164,21820.6791900156,21880.34856626199,721088,11338099,Jan2025,12
2025-01-17 12:40:00,21877.65663960928,21908.23694112202,21854.811131001414,21877.332677672006,1812059,10868477,Jan2025,12
2025-01-17 12:50:00,21848.20389111157,21915.72989383132,21842.8214782889,21873.78874808766,1011278,10685944,Jan2025,12
2025-01-17 12:55:00,21852.52327432048,21876.232525927062,21851.31277063091,21869.516485923497,1210577,8857621,Jan2025,12
2025-01-17 13:05:00,21905.877838380384,21931.306051724852,21878.022582571713,21886.26394840705,1740445,6298339,Jan2025,12
2025-01-17 13:10:00,21889.293969024835,21983.6437885841,21837.66872572587,21920.689542044693,964703,7342807,Jan2025,12
2025-01-17 13:15:00,21911.878667058103,21921.290374074837,21850.451326128135,21881.37708802968,1124115,10533053,Jan2025,12
2025-01-17 13:20:00,21886.025095032866,21939.986360441042,21835.79038592791,21899.42566360609,1134981,6360045,Jan2025,12
2025-01-17 13:25:00,21888.169455871677,21937.173684029945,21878.554032375156,21937.012618601304,1458378,9443878,Jan2025,12
2025-01-17 13:30:00,21947.725197126063,21992.53035614544,21869.456269454884,21926.226349353456,2140017,13524441,Jan2025,12
2025-01-17 13:35:00,21935.274677563186,21950.07605538995,21880.446698743723,21923.177606231715,3547352,9809109,Jan2025,12
2025-01-17 13:40:00,21940.490516614133,21960.83066731045,21918.232936068907,21943.14044585702,1508364,17452662,Jan2025,12
2025-01-17 13:45:00,21909.217099040845,21913.05482438719,21894.97440372191,21898.53666392749,3046994,7026124,Jan2025,12
2025-01-17 13:50:00,21909.344966411798,21929.999726415943,21809.929838867236,21875.56108260457,2278139,9523779,Jan2025,12
2025-01-17 13:55:00,21865.32871203723,21873.37136683154,21846.125046475394,21867.282492064118,1590322,10377580,Jan2025,12
2025-01-17 14:15:00,21844.85771773016,21978.286014111465,21825.8473240355,21879.458216863684,2554244,8446929,Jan2025,12
2025-01-17 14:30:00,21854.52571263728,21976.443724046745,21848.050407829975,21872.898779204632,1583293,11617606,Jan2025,12
2025-01-20 09:45:00,21834.27469679058,21888.103893299878,21830.258996545082,21875.7494434326,2031340,7346228,Jan2025,9
2025-01-20 09:50:00,21877.29105841218,21928.29157809121,21871.421760086912,21888.179604524787,1843955,5953242,Jan2025,9
2025-01-20 10:00:00,21853.51901819811,21881.13439547469,21837.342263229693,21868.424261850276,2547074,7063550,Jan2025,9
2025-01-20 10:10:00,21844.372343121664,21966.75033259468,21806.604764689364,21862.14876628044,1928870,15410450,Jan2025,9
2025-01-20 10:15:00,21876.347717368975,21935.78734913404,21831.105521713696,21902.350368996522,3023385,9367596,Jan2025,9
2025-01-20 10:20:00,21891.350231221295,21894.34365846463,21800.18553655,21873.683805685247,4176857,8320499,Jan2025,9
2025-01-20 10:25:00,21888.27783268232,21951.447764798453,21869.257621315042,21909.991234462635,1544204,5587942,Jan2025,9
2025-01-20 10:30:00,21875.559102478976,21924.70954630251,21860.711431072352,21885.10845117152,611428,8467360,Jan2025,9
2025-01-20 10:35:00,21922.458901230784,21950.302911444436,21901.87978656853,21941.075172596313,755388,12527394,Jan2025,9
2025-01-20 10:40:00,21914.814675351696,21980.828711118804,21893.26815969007,21957.20123265182,972552,8787442,Jan2025,9
2025-01-20 10:45:00,21952.06252327544,22027.990052379795,21938.253078950558,21947.069811859772,2508076,8793590,Jan2025,9
2025-01-20 10:50:00,21958.48825191983,21994.667648111757,21934.600343153084,21942.245378941174,4246549,8593999,Jan2025,9
2025-01-20 10:55:00,21929.988621299424,21970.493050458583,21899.28372787352,21910.768413881848,1077128,7406639,Jan2025,9
2025-01-20 11:00:00,21929.730813255253,21940.09200916963,21860.81214017978,21912.138714100965,1030407,6084451,Jan2025,9
2025-01-20 11:05:00,21900.857904615346,21936.82585286314,21880.682298623928,21899.596864096777,483128,9535164,Jan2025,9
2025-01-20 11:10:00,21907.797954415877,21940.09238252208,21848.771070096474,21915.771695006923,2246545,7775788,Jan2025,9
2025-01-20 11:15:00,21901.937484846418,21947.72981592959,21893.956829258233,21908.48346203834,1313178,11781669,Jan2025,9
2025-01-20 11:20:00,21916.743643561804,21968.63591317358,21900.604384530387,21935.445263688693,1263540,5833269,Jan2025,9
2025-01-20 11:25:00,21938.942786987274,21992.380300586326,21904.485687843277,21939.671870400252,1170432,15971323,Jan2025,9
2025-01-20 11:30:00,21936.547158950794,22005.90816988781,21929.757620675366,21969.099309808338,1467885,10433950,Jan2025,9
2025-01-20 11:35:00,21988.622208760906,21993.698452439057,21961.07352917156,21983.204710331338,722445,9666688,Jan2025,9
2025-01-20 11:40:00,21972.17590500724,22057.257033596845,21955.5625502499,22032.869676561826,1059530,8612836,Jan2025,9
2025-01-20 11:45:00,22028.6678715711,22082.25095542387,21991.179943393832,22043.02057339235,696922,16527548,Jan2025,9
2025-01-20 11:50:00,22020.352740044134,22032.954406191504,21982.980756782857,22001.768455701284,636971,7948284,Jan2025,9
2025-01-20 11:55:00,22026.33567333488,22104.03096930313,21997.51178333917,22003.003054434168,633472,8226776,Jan2025,9
2025-01-20 12:00:00,22012.424919696947,22034.472933514233,21955.749672309605,22023.585117646795,1521614,6513702,Jan2025,9
2025-01-20 12:05:00,22002.422169435118,22007.79855289774,21973.29381216772,21997.908452642514,947964,11142361,Jan2025,9
2025-01-20 12:10:00,22003.308934270415,22072.894745173824,21991.542735549767,22019.590486407007,1038255,9847275,Jan2025,9
2025-01-20 12:15:00,21988.508288517147,22003.44060342296,21919.039753929734,21999.440189882287,797163,9037769,Jan2025,9
2025-01-20 12:20:00,22019.01918220417,22084.808741088957,21986.810523366305,22017.847322068857,1005576,8379992,Jan2025,9
2025-01-20 12:25:00,22008.626330519135,22032.412295503764,21986.59824937947,21990.31460259571,1121538,15478913,Jan2025,9
2025-01-20 12:30:00,22014.360295385944,22117.794670199077,21927.38812090733,21981.24992153947,2337753,10568107,Jan2025,9
2025-01-20 12:35:00,21978.45901797364,22030.199141099525,21951.214866301256,21969.014550716412,1158189,8335757,Jan2025,9
2025-01-20 12:40:00,21969.501705288247,22029.04607260642,21925.160630552953,21988.906343784114,1018810,9448698,Jan2025,9
2025-01-20 12:45:00,21985.271300258013,22032.29771601994,21947.34341308499,21990.457238032304,633478,17649691,Jan2025,9
2025-01-20 12:50:00,22006.445154002613,22090.449083534644,21959.02557600436,21979.29879143348,584546,6615156,Jan2025,9
2025-01-20 12:55:00,21954.60293066141,21987.99356200235,21932.52451612697,21958.876532598544,933897,12980278,Jan2025,9
2025-01-20 13:00:00,21971.585638248984,22006.43521190598,21903.677106069325,21980.555093849962,803775,8467067,Jan2025,9
2025-01-20 13:05:00,21987.912706095703,22024.86955948992,21902.60201586117,21968.799521410045,1558505,10778202,Jan2025,9
2025-01-20 13:10:00,21960.294192668476,22040.65551795719,21909.322801939576,21964.135871620485,826614,11592724,Jan2025,9
2025-01-20 13:15:00,21965.107385379928,21967.353274746234,21908.039198210776,21966.836270412776,899786,11640015,Jan2025,9
2025-01-20 13:20:00,21958.783856411606,21960.387711502044,21809.029228679003,21933.995338989233,3620218,10294888,Jan2025,9
2025-01-20 13:25:00,21939.363986293964,21971.93737840648,21918.56388388022,21947.706745374842,1443407,8387098,Jan2025,9
2025-01-20 13:30:00,21959.249161246953,21997.101903689407,21887.046016727614,21972.084415080386,1117808,8289219,Jan2025,9
2025-01-20 13:35:00,21942.065580397797,22112.940906230528,21919.355829453383,21966.429534762618,3101400,7526868,Jan2025,9
2025-01-20 13:40:00,21986.861938074984,22039.093253983006,21949.97789957538,22010.639768159745,736677,9824456,Jan2025,9
2025-01-20 13:45:00,22005.956589906484,22068.051165500026,21967.449936050194,21975.89100367089,1472700,4564473,Jan2025,9
2025-01-20 13:50:00,21981.530412503595,21999.112824701886,21933.815515083552,21961.209807877363,622519,8534468,Jan2025,9
2025-01-20 13:55:00,21981.42073588351,22005.984243021077,21911.45222612513,21993.276861317914,1698767,4512915,Jan2025,9
2025-01-20 14:00:00,21968.927022408952,21981.422332570295,21964.196199435326,21980.745872280502,2132847,5526195,Jan2025,9
2025-01-20 14:05:00,22001.993966676462,22105.36846002306,21964.338153702724,22013.855991169305,392984,13905846,Jan2025,9
2025-01-20 14:10:00,22009.583600418628,22109.29219696019,21978.61279759587,22095.59945566577,2019489,8040303,Jan2025,9
2025-01-20 14:15:00,22083.7991585964,22146.269323972578,22004.83421176864,22096.98728597866,1289329,9391002,Jan2025,9
2025-01-20 14:20:00,22097.61834384331,22185.78548721208,22068.704864554817,22123.421796381357,1825062,4358983,Jan2025,9
2025-01-20 14:25:00,22124.46131426798,22178.07895055344,22066.126629130988,22146.238708777128,803386,13521874,Jan2025,9
2025-01-20 14:30:00,22135.113485809306,22209.29092533998,22121.382577189626,22150.129467042745,2746247,5393318,Jan2025,9
2025-01-20 14:35:00,22166.191461789273,22222.00710119574,22150.213717261195,22159.583730093498,3690385,12794195,Jan2025,9
2025-01-20 14:40:00,22145.87618823247,22195.382834794127,22145.66077821481,22163.290290497047,1460262,7656048,Jan2025,9
2025-01-20 14:45:00,22170.46677097543,22175.659096787007,22120.56260069112,22153.633456533116,1027234,7768509,Jan2025,9
2025-01-20 14:50:00,22128.953266827815,22218.557533664323,22006.706255107587,22124.113576254178,1836405,7221586,Jan2025,9
2025-01-20 14:55:00,22138.848319747714,22181.051503271807,22083.91462556986,22128.46423671331,861658,7458308,Jan2025,9
2025-01-20 15:00:00,22143.91816226365,22172.42022324996,22119.244272101987,22146.191765048723,1445370,6879205,Jan2025,9
2025-01-20 15:05:00,22127.86062624148,22195.306635484532,22115.264028984682,22179.950753757275,1762182,6951856,Jan2025,9
2025-01-20 15:10:00,22196.096790538286,22199.127291591296,22112.00360467906,22154.774016277122,1157420,9630204,Jan2025,9
2025-01-20 15:15:00,22145.472229222843,22229.456368766023,22130.172889704954,22161.270793092277,2135082,6701834,Jan2025,9
2025-01-20 15:20:00,22177.840367443947,22183.392171938794,22109.616830405703,22142.210928470246,3581354,7232713,Jan2025,9
2025-01-20 15:25:00,22145.169495322374,22145.838575834277,22101.20737426262,22135.06215589798,4030806,6892400,Jan2025,9
2025-01-21 09:15:00,22119.199232324634,22213.891022094496,22118.29242890762,22143.97737511297,888393,5591987,Jan2025,8
2025-01-21 09:20:00,22141.849322898677,22172.884706449207,22140.631472738627,22143.733710273642,2754120,9049128,Jan2025,8
2025-01-21 09:25:00,22144.34515704617,22180.371984339658,21992.03489293597,22120.727197575092,3422438,10396282,Jan2025,8
2025-01-21 09:30:00,22120.043759980857,22128.82437439794,22075.503053485387,22104.530018646274,2314768,5781615,Jan2025,8
2025-01-21 09:35:00,22117.91860568501,22177.914104937565,22090.7650648721,22133.534510708625,1040734,8431864,Jan2025,8
2025-01-21 09:40:00,22148.038174687197,22148.089565008333,22127.35826239244,22132.174388563126,2082857,17593752,Jan2025,8
2025-01-21 09:45:00,22089.81254690409,22125.64751309376,22048.700723175385,22095.080952133416,992608,8304081,Jan2025,8
2025-01-21 09:50:00,22098.44998066509,22159.744241470948,22057.00981906437,22099.910508834128,1678206,9907535,Jan2025,8
2025-01-21 09:55:00,22126.311800503085,22191.529378216226,22073.256713198236,22112.2410348252,3895241,7926063,Jan2025,8
2025-01-21 10:00:00,22084.59876248884,22145.827934549357,22035.798964162223,22132.78003771365,1496364,9420457,Jan2025,8
2025-01-21 10:05:00,22130.2396931988,22188.56475793099,22087.670444630043,22144.83980574759,628090,14062979,Jan2025,8
2025-01-21 10:10:00,22183.42522767579,22197.538104827523,22111.883786764436,22138.617486662883,1536556,6989837,Jan2025,8
2025-01-21 10:15:00,22112.231253436126,22169.1039568187,22082.160650667047,22116.840502378585,920320,7039491,Jan2025,8
2025-01-21 10:20:00,22117.106992999594,22126.71667698166,22080.85587726282,22102.792191636363,3591798,17032204,Jan2025,8
2025-01-21 10:25:00,22099.93707196621,22134.506473504687,22047.79556335971,22119.39161708399,963877,7700831,Jan2025,8
2025-01-21 10:30:00,22131.434485079797,22163.610208856884,22099.730844538735,22114.197272512305,838678,18078270,Jan2025,8
2025-01-21 10:35:00,22095.272992715,22192.74515949283,22079.832983481814,22093.16204422971,1042677,13754373,Jan2025,8
2025-01-21 10:40:00,22125.252323501387,22169.44071233848,22092.410077429526,22136.961011338226,3311469,11742901,Jan2025,8
2025-01-21 10:45:00,22125.682371900297,22177.570169958337,22114.175892221254,22145.43633112217,1882472,11310730,Jan2025,8
2025-01-21 10:50:00,22136.54051501585,22189.03582472703,22100.657086954154,22110.228538977794,2272585,9238754,Jan2025,8
2025-01-21 10:55:00,22104.709747464585,22153.936551389037,22088.193628553694,22097.702750592536,1256726,10855221,Jan2025,8
2025-01-21 11:00:00,22104.986211330786,22115.002134632858,22088.214337553716,22094.855683448393,1884180,13156888,Jan2025,8
2025-01-21 11:05:00,22105.177638145633,22110.838628323483,22046.189860679933,22091.080278661288,1319518,7930785,Jan2025,8
2025-01-21 11:10:00,22108.426370951198,22194.42281640992,22096.30467453457,22148.219746231847,4187423,6788185,Jan2025,8
2025-01-21 11:15:00,22135.975633525177,22171.852832615317,22085.001879353746,22145.462887729627,890179,11075912,Jan2025,8
2025-01-21 11:20:00,22139.984236137927,22145.34619459936,22108.54121522198,22112.312038435783,316290,7213876,Jan2025,8
2025-01-21 11:25:00,22101.609818081575,22147.062059520147,22077.790491907326,22122.520800579212,2428205,10465149,Jan2025,8
2025-01-21 11:30:00,22135.658715082216,22265.712116968905,22112.54232606982,22183.52912921885,3209654,12130521,Jan2025,8
2025-01-21 11:35:00,22166.051840333388,22200.58665209165,22161.483449673437,22189.621177895257,1786732,11482863,Jan2025,8
2025-01-21 11:40:00,22197.1373177492,22220.65239544128,22113.449744045,22163.553151490218,564458,21706117,Jan2025,8
2025-01-21 11:45:00,22172.83392271471,22242.63972844963,22129.63389010035,22162.436125417476,1826534,9362189,Jan2025,8
2025-01-21 11:50:00,22156.199715361065,22239.750287801126,22147.662028431267,22185.01124997182,665676,12342955,Jan2025,8
2025-01-21 11:55:00,22170.931828487373,22182.112840337144,22108.384419717015,22155.536459595616,851204,8600810,Jan2025,8
2025-01-21 12:00:00,22145.93055343033,22171.333731039707,22144.078156312313,22156.305477440197,878940,11038471,Jan2025,8
2025-01-21 12:05:00,22178.826611565135,22240.599726991397,22110.6127965494,22196.621679870812,837281,6501358,Jan2025,8
2025-01-21 12:10:00,22192.556961721573,22218.013579651873,22157.998488229157,22172.25456349368,1253106,12072728,Jan2025,8
2025-01-21 12:15:00,22181.058816000947,22262.52610027456,22177.7138742141,22180.174080728266,1303098,7119390,Jan2025,8
2025-01-21 12:20:00,22170.520654039043,22231.39193965052,22091.76936024015,22098.628099865942,921675,8884069,Jan2025,8
2025-01-21 12:25:00,22093.801338438967,22151.18139360256,22036.59385098315,22071.384296179363,6023959,12538104,Jan2025,8
2025-01-21 12:30:00,22087.184854727446,22111.13319192904,22072.065782796064,22081.99395721645,988496,5172121,Jan2025,8
2025-01-21 12:35:00,22081.35879650428,22082.90084277054,21997.682189212457,22053.998288416653,1068739,6907888,Jan2025,8
2025-01-21 12:40:00,22019.819587201564,22113.491019606954,21995.29825704349,22056.60291083813,2940055,9316777,Jan2025,8
2025-01-21 12:45:00,22063.10805954351,22098.01744338594,22028.151058001764,22031.684128111057,2496981,13286043,Jan2025,8
2025-01-21 12:50:00,22049.83663019657,22052.53670773065,22026.01102115621,22040.4739568041,4736504,19731021,Jan2025,8
2025-01-21 12:55:00,22038.327409142963,22116.5566942215,22029.2480849719,22041.684314691527,1085695,8445884,Jan2025,8
2025-01-21 13:00:00,22040.34442339545,22158.45975786448,21968.76416360231,22072.882009576144,2061766,12943282,Jan2025,8
2025-01-21 13:05:00,22084.02410948239,22110.32536010227,22048.038534029525,22052.46470389487,1996215,10892446,Jan2025,8
2025-01-21 13:10:00,22065.579100342864,22170.844888630647,22048.689360256438,22091.97539479903,2855876,13797747,Jan2025,8
2025-01-21 13:15:00,22058.400528443643,22069.14304794664,21969.7759246994,22059.074512752224,2681337,9396366,Jan2025,8
2025-01-21 13:20:00,22069.696563799815,22114.291220918916,22015.387078525648,22048.28332239015,877697,4902105,Jan2025,8
2025-01-21 13:25:00,22048.74719282835,22092.42457716085,21922.921591528186,22059.48161544974,5993083,6712987,Jan2025,8
2025-01-21 13:30:00,22062.022310811357,22096.230535846644,22002.633480686905,22066.899853033963,392696,4106228,Jan2025,8
2025-01-21 13:35:00,22051.15783599571,22121.17352386215,22018.857195201505,22038.259245982692,1088624,7053134,Jan2025,8
2025-01-21 13:40:00,22056.87822700078,22081.353032545074,21956.243104638503,22058.87526534189,2439602,13765519,Jan2025,8
2025-01-21 13:45:00,22054.13243359647,22113.315265947957,22044.804869479656,22046.017240223675,1440143,9438701,Jan2025,8
2025-01-21 13:50:00,22068.055688228742,22100.255737153322,22054.524108270976,22071.02319316607,1560878,10704389,Jan2025,8
2025-01-21 13:55:00,22052.813984786193,22103.4148030188,22041.010441440667,22067.959851204236,2423027,8068142,Jan2025,8
2025-01-21 14:00:00,22056.00358371601,22114.8781830242,22043.04376690429,22091.686244078992,648963,9736202,Jan2025,8
2025-01-21 14:05:00,22082.89626942745,22108.110865187264,21956.651169069206,22055.818327378023,1609410,7693167,Jan2025,8
2025-01-21 14:10:00,22071.238262948387,22173.537028881914,22036.40080366047,22119.189401642827,1319590,8823506,Jan2025,8
2025-01-21 14:15:00,22111.99171158637,22166.705258939895,22055.803179095154,22068.912033724922,2460269,7800850,Jan2025,8
2025-01-21 14:20:00,22072.505261327566,22138.638121330983,22061.265647659322,22069.566483367194,1464278,10520354,Jan2025,8
2025-01-21 14:25:00,22078.045513983296,22194.99575099263,22065.968578253196,22091.60719184365,2100260,8582614,Jan2025,8
2025-01-21 14:30:00,22090.3870922484,22104.934472253684,22072.065140641786,22097.09783426918,2288320,14433832,Jan2025,8
2025-01-21 14:35:00,22096.644247442917,22107.813620530604,22071.564944751997,22083.217232817613,3026586,18859693,Jan2025,8
2025-01-21 14:40:00,22096.428974261875,22127.001576080187,22039.08154408311,22092.238142632446,1047334,10712422,Jan2025,8
2025-01-21 14:45:00,22081.388381947057,22103.016167491354,22052.997439371764,22070.86660242833,1553164,14073423,Jan2025,8
2025-01-21 14:50:00,22096.26769584395,22138.670892707163,22076.81848183135,22083.598019965943,1202124,13123116,Jan2025,8
2025-01-21 14:55:00,22055.495907331,22088.05764777616,22050.043642519675,22074.821753676344,1478653,11417085,Jan2025,8
2025-01-21 15:00:00,22068.559380290448,22153.807925916404,22059.70239455663,22076.942279350827,380490,16776369,Jan2025,8
2025-01-21 15:05:00,22064.922846485344,22079.33226748725,22013.278623138896,22049.976412008204,2099755,10322896,Jan2025,8
2025-01-21 15:10:00,22051.989557845936,22084.02426206637,22042.813624857685,22072.41935769312,2288769,12153024,Jan2025,8
2025-01-21 15:15:00,22096.914040757478,22114.429717767904,22066.650257443933,22104.19961340701,3368538,9327380,Jan2025,8
2025-01-21 15:20:00,22101.354809536577,22140.46509353069,22097.48311577266,22119.8952877079,913049,7999346,Jan2025,8
2025-01-21 15:25:00,22111.74033094441,22136.296768821143,22092.971424190073,22126.209551047177,2145381,7670587,Jan2025,8
2025-01-22 09:15:00,22120.7867696248,22177.565041287555,22090.083029467067,22102.77459823739,1205292,19117922,Jan2025,7
2025-01-22 09:20:00,22095.45333561733,22109.256153562714,22054.63270414732,22083.436963095875,806714,7378790,Jan2025,7
2025-01-22 09:25:00,22091.394274045437,22125.012973037945,22042.74785285896,22108.468163463476,1709551,11342891,Jan2025,7
2025-01-22 09:30:00,22111.668582321985,22151.417774760896,22075.539196430404,22125.708718389902,927435,9168439,Jan2025,7
2025-01-22 09:35:00,22102.052162931068,22103.488001764614,22031.000542653597,22102.032098224103,1753258,5158735,Jan2025,7
2025-01-22 09:40:00,22132.336493825904,22177.962346752247,22130.831344548667,22135.394977823904,2273450,11449524,Jan2025,7
2025-01-22 09:45:00,22104.980779781697,22184.110104243096,22066.826996538366,22133.84894413292,2056833,8503992,Jan2025,7
2025-01-22 09:50:00,22160.007518837,22275.858478080656,22088.28590912883,22147.263266218313,912597,8808557,Jan2025,7
